cluster,fgf1_day,fgf1_comparison,grouping,cells_a,cells_b,hub_node,hub_node_name,terminal_names,term_size,query_size,intersection_size,p_value,gene_ids,
359,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0050890,cognition,memory; associative learning,358,1067,56,3.80075195031779E-15,Clstn2; Mme; Camk4; Fgf13; Scn2a; Brinp1; Neto1; Rtl4; Kcnk10; Snap25; Adgrb3; Tafa2; Tnr; Plcb1; Ccnd2; Large1; Chl1; Grm5; Csmd1; Pde4d; Elavl4; Nrxn3; Nrxn1; Ephb2; Kalrn; Meis2; Ptprz1; Nrg1; Sorcs3; Shroom4; Cyp7b1; Atp1a2; Ntrk2; Cntnap2; Shc3; C1ql1; Slc8a3; Aff2; Nrxn2; Kcnk2; Atxn1; Gabrb3; Sobp; Hif1a; Asic1; Slc1a1; Pde8b; Plk2; Ncstn; Grin1; Cux2; Kit; Ube3a; Foxp2; Adcy8; Casp3
360,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0016358,dendrite development,regulation of dendritic spine development; positive regulation of dendritic spine morphogenesis,306,1133,53,4.26266502291231E-15,Trpc5; Dab1; Rapgef4; Hecw1; Pak3; Ppfia2; Alk; Prkg1; Grin3a; Epha5; Adgrb3; Sipa1l1; Fat3; Dscam; Sdk1; Dclk1; Elavl4; Syne1; Map2; Ephb2; Tbc1d24; Kalrn; Ctnnd2; Ptprz1; Sdc2; Stau2; Grip1; Ntn1; Rbfox2; Ntrk2; Bmp7; Cntnap2; Cask; Farp1; Fyn; Pdlim5; Camsap2; Disc1; Dcx; Rap2a; Mfn2; Map1b; Plk2; Grin1; Cux2; Ube3a; Nedd4l; Btbd3; Marcks; Reln; Abi1; Ilk; Zdhhc15
361,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0050803,regulation of synapse structure or activity,positive regulation of synapse assembly; positive regulation of dendritic spine morphogenesis,297,1133,51,2.77517478338589E-14,Rapgef4; Clstn2; Frmpd4; Pak3; Gpm6a; Grid1; Ppfia2; Lrfn2; Dgkb; Lrfn5; Ptpro; Snap25; Adgrb3; Ptprt; Sipa1l1; Asic2; Lrrtm4; Syndig1; Flrt2; Ntrk3; Negr1; Nrxn1; Ephb2; Nrcam; Kalrn; Nrg1; Zfp804a; Stau2; Cdh8; Ntn1; Ntrk2; C1ql1; Cask; Farp1; Fyn; Flrt3; Pdlim5; Etv5; Lrtm1; Disc1; Ror2; Rap2a; Mfn2; Grin1; Cux2; Snca; Ube3a; Sparcl1; Marcks; Reln; Zdhhc15
362,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0006836,neurotransmitter transport,positive regulation of synaptic vesicle exocytosis; synaptic vesicle priming,211,833,31,1.79718650442488E-09,Stxbp5l; Gabra2; Cadps2; Rph3a; Pclo; Ptprn2; Erc2; Ppfia2; Slc4a8; Syt1; Snap25; Cacna1d; Rims1; Unc13c; Nrxn3; Nrxn1; Mctp1; Syn2; Trim9; Ptger4; Cspg5; Atp1a2; Ntrk2; Lin7a; Cask; Nrxn2; Rimbp2; Pfn2; Asic1; Erc1; Slc1a2
363,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0001505,regulation of neurotransmitter levels,positive regulation of synaptic vesicle exocytosis; synaptic vesicle priming,198,833,30,1.86950222134621E-09,Stxbp5l; Gabra2; Cadps2; Rph3a; Pclo; Ptprn2; Erc2; Ppfia2; Slc4a8; Syt1; Snap25; Cacna1d; Unc13c; Nrxn3; Nrxn1; Mctp1; Syn2; Trim9; Ptger4; Cspg5; Atp1a2; Ntrk2; Lin7a; Cask; Nrxn2; Rimbp2; Pfn2; Asic1; Erc1; Slc1a2
364,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0099003,vesicle-mediated transport in synapse,positive regulation of synaptic vesicle exocytosis; synaptic vesicle priming,255,692,30,1.31735433831456E-08,Rapgef4; Stxbp5l; Cadps2; Rph3a; Pclo; Erc2; Ppfia2; Slc4a8; Sh3gl2; Syt1; Snap25; Cacna1d; Syne1; Syndig1; Unc13c; Nrxn1; Tbc1d24; Syn2; Ophn1; Trim9; Rab27b; Nrg1; Grip1; Cspg5; Pcdh17; Cask; Tspan7; Rimbp2; Gsg1l; Pfn2
365,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0007264,small GTPase mediated signal transduction,regulation of Ras protein signal transduction,419,1116,49,2.04096861487147E-07,Dab1; Rapgef4; Rap1gap2; Rasgef1b; Arhgef9; Rit2; Rras2; Arfgef3; Sipa1l1; Ednra; Cdh13; Dock2; Ephb2; Rasgrf1; Tgfb2; Ophn1; Nrg1; Bcl6; Chn1; Camk2d; Dok6; Ntn1; Iqsec2; Ralgps2; Dlc1; Vav3; Akap13; Dock11; Wasf1; Plce1; Rap2a; Arhgap24; Mfn2; Arhgap35; Plk2; Arhgef3; Eps8; Adra1a; Dock4; Ccdc88c; Rapgef1; Tns3; Dock6; Sipa1l2; Rnd2; Notch1; Gpr17; Reln; Plcd4
366,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:1902414,protein localization to cell junction,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,128,480,17,3.82957750241504E-07,Rapgef4; Pclo; Mapk9; Neto1; Neto2; Snap25; Asic2; Dlgap1; Gpc6; Nrxn3; Nrxn1; Kalrn; Rab27b; Lgi1; Stau2; Grip1; Iqsec2
367,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0042063,gliogenesis,oligodendrocyte differentiation,380,1285,49,8.11319129276477E-07,Dab1; Cers6; Rras2; Serpine2; Ror1; Large1; Sox5; Dner; Ntrk3; Sox6; Cntn1; Bcan; Tgfb2; Ptprz1; Nrg1; Tnfrsf21; Syne2; P2ry12; Cspg5; Ntn1; Cspg4; Ntrk2; Cntnap2; Slc8a3; Atxn1; Hes5; F2; Etv5; Disc1; Ror2; Dcx; Mfn2; Ncstn; Grin1; Plpp3; Ptprj; Lyn; Bmp4; Ulk4; Notch1; Gpr17; Reln; Ilk; Nkx2-2; Sox4; Atp1b2; Epm2a; Tcf7l2; Matn2
368,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0032409,regulation of transporter activity,regulation of sodium ion transmembrane transporter activity; regulation of AMPA receptor activity,305,778,32,1.07401839245347E-06,Hecw1; Chrm3; Rph3a; Fgf13; Prkg1; Neto1; Fgf12; Cacng4; Cacna1d; Shisa9; Plcb1; Asic2; Grm5; Shisa6; Ednra; Pde4d; Nrxn1; Cacna2d1; Ephb2; Rasgrf1; Camk2d; Cav1; Grip1; Atp1a2; Asph; Cacnb2; Tcaf1; Gsg1l; Abcb1b; Bcl2; Kcnc2; Ppargc1a
369,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0007215,glutamate receptor signaling pathway,NA,55,962,15,1.50911002248424E-06,Grid1; Grin3a; Gria3; Grik3; Homer2; Plcb1; Grm5; Kalrn; Gria2; Grip1; Fyn; Grik1; Slc1a1; Ncstn; Grin1
370,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,129,601,18,1.78370568110781E-06,Rapgef4; Neto1; Neto2; Cacng4; Snap25; Shisa6; Syne1; Gpc6; Nrxn3; Kalrn; Ophn1; Lgi1; Nrg1; Grip1; Stxbp4; Iqsec2; Cntnap2; Tspan7
371,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0001764,neuron migration,NA,193,399,18,1.98775845349565E-06,Dab1; Nexmif; Fgf13; Gpm6a; Astn1; Prkg1; Nrg3; Large1; Fat3; Chl1; Astn2; Dclk1; Flrt2; Ntrk3; Tbc1d24; Ptprz1; Nrg1; Dcc
372,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0040013,negative regulation of locomotion,negative regulation of cell migration,350,858,35,7.87640360297628E-06,Nexmif; Ptprg; Ptprr; Prkg1; Nrg3; Tpm1; Ptprt; Plcb1; Grm5; Nav3; Mctp1; Sema5a; Dpysl3; Sulf1; Nrg1; Sema3d; Ptger4; Abhd2; Cav1; Cdh11; Rgcc; Dpp4; Dlc1; Tcaf1; Pfn2; Sema3e; Bcl2; Sema5b; Ptprm; Angpt2; Adamts9; Lrch1; Ppargc1a; Mcc; Rap2a
373,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0060537,muscle tissue development,cardiac muscle cell differentiation; cardiac muscle tissue growth,484,1291,55,8.93745133453018E-06,Fhod3; Prkg1; Sgcz; Svil; Rbfox1; Tpm1; Ccnd2; Large1; Eya1; Ednra; Sgcd; Syne1; Dner; Sox6; Dipk2a; Tgfb2; Nrg1; Nebl; Zfpm2; Camk2d; Cav1; Ifrd1; Bmp7; Cntnap2; Sorbs2; Npr2; Kcnk2; Akap13; Pdgfra; Rarb; Eln; Col11a1; Pdlim5; Bcl2; Ptch1; Adamts9; Ppargc1a; Mrtfb; Vegfa; Smad1; Adra1a; Flnb; Foxp2; Bmp4; Notch1; Angpt1; Ppara; Bin3; Ryr2; Mef2c; Fgf1; Kdm6b; Tcf7l2; Tiparp; Smad3
374,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:1990806,ligand-gated ion channel signaling pathway,NA,39,710,11,9.17855451608985E-06,Chrm3; Grid1; Grin3a; Gria3; Grik3; Plcb1; Kalrn; Gria2; Grik1; Itpr1; F2
375,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:1990778,protein localization to cell periphery,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,380,962,39,1.16443745939461E-05,Rapgef4; Rab3c; Kcnb2; Fgf13; Gpr158; Neto1; Prkg2; Neto2; Epb41; Snap25; Large1; Dpp10; Gpc6; Nrxn3; Pid1; Nrxn1; Ephb2; Kalrn; Ramp1; Lgi1; Camk2d; Grip1; Zdhhc23; Iqsec2; Kcnip4; Lin7a; Lrp1; Cask; Ehd4; Cacnb2; Gas6; Ptch1; Kcnip3; Slc1a1; Rap2a; Dab2; Bbip1; Rab38; Grin1
376,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0106027,neuron projection organization,positive regulation of dendritic spine morphogenesis,110,1133,21,1.55119856654754E-05,Pak3; Rph3a; Ppfia2; Epha5; Sipa1l1; Ephb2; Kalrn; Ctnnd2; Zfp804a; Stau2; Cntnap2; Cask; Fyn; Pdlim5; Mfn2; Grin1; Cux2; Ube3a; Marcks; Reln; Zdhhc15
377,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0048880,sensory system development,retina layer formation,439,1080,44,7.88032921646063E-05,Olfm3; Atp8a2; Gpm6a; Zeb1; Large1; Fat3; Dscam; Sdk1; Rorb; Tbc1d32; Megf11; Dclk1; Ntrk3; Ephb2; Tgfb2; Meis2; Thrb; Stau2; P2ry12; Man2a1; Ntrk2; Bmp7; Pbx1; Hif1a; Pdgfra; Hes5; Rarb; Bcl2; Ptprm; Mertk; Wdpcp; Slc1a1; Dcx; Tenm3; Vegfa; Spred2; Mfn2; Arhgap35; Tspan12; B9d1; Smoc1; Foxp2; Bmp4; Notch1
378,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0010469,regulation of signaling receptor activity,regulation of postsynaptic neurotransmitter receptor activity; regulation of AMPA receptor activity,148,1191,24,9.88459479628499E-05,Dlgap2; Rph3a; Neto1; Neto2; Cacng4; Shisa9; Dlgap1; Shisa6; Pde4d; Nrxn1; Ephb2; Rasgrf1; Tafa1; Grip1; Nrxn2; Hif1a; Gsg1l; Tafa4; Ppargc1a; Dlgap4; Ptprj; Reln; Ppara; Mef2c
379,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0021953,central nervous system neuron differentiation,NA,202,747,22,0.000148412120948436,Brinp1; Dclk1; Elavl4; Brinp3; Sox5; Map2; Tox; Nrxn1; Ephb2; Rora; Ophn1; Agbl4; Dcc; Cdh11; Plxna4; Ntrk2; Gabrb1; Dclk2; Hes5; Sema3e; Disc1; Ptch1
380,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0031503,protein-containing complex localization,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,227,480,18,0.000430367692328275,Rapgef4; Neto1; Neto2; Cacng4; Snap25; Shisa6; Sgcd; Syne1; Gpc6; Nrxn3; Nrxn1; Kalrn; Ophn1; Lgi1; Nrg1; Stau2; Grip1; Iqsec2
381,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0019932,second-messenger-mediated signaling,NA,300,627,24,0.000506051271017075,Chrm3; Gucy1a2; Rit2; Prkg1; Epha5; Cacna1d; Homer2; Grm5; Pde4d; Sgcd; Cdh13; Ncald; Pde10a; Cap2; Nrg1; Tox3; Ptger4; Pde7b; P2ry12; Gucy2f; Ntrk2; Npr2; Ednrb; Itpr1
382,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0031589,cell-substrate adhesion,NA,355,1291,41,0.000563801876608074,Nexmif; Itga9; Vwc2; Cdh13; Bcan; Ptprz1; Utrn; Bcl6; Cspg5; Cdh11; Dlc1; Carmil1; Cask; Rin2; Gas6; Col26a1; Sema3e; Bcl2; Disc1; Angpt2; Adamts9; Vcl; Mertk; Wdpcp; Dab2; Col5a3; Vegfa; Ttyh1; Ptprj; Antxr1; Notch1; Marcks; Angpt1; Ilk; Lims2; Ecm2; Ntn4; Phldb2; Lamc1; Atp1b2; Smad3
383,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0009187,cyclic nucleotide metabolic process,cGMP metabolic process,45,1152,12,0.00074643969598785,Gucy1a2; Pde4d; Pde10a; Pde1a; Rora; Pde7b; Gucy2f; Npr2; Adcy2; Pde8b; Adcy8; Adcy10
384,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0033002,muscle cell proliferation,NA,277,1282,34,0.00126407255514888,Map3k5; Prkg1; Tpm1; Ccnd2; Ednra; Pde4d; Pdcd4; Cdh13; Dipk2a; Tgfb2; Pde1a; Sulf1; Nrg1; Zfpm2; Camk2d; Cav1; Kcnk2; Hif1a; Calcrl; Hes5; Ppargc1a; Vegfa; Mfn2; Smad1; Timp3; Ndrg2; Bmp4; Notch1; Angpt1; Ilk; Xrcc5; Mef2c; Fgf1; Tcf7l2
385,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:1990416,cellular response to brain-derived neurotrophic factor stimulus,NA,10,1020,6,0.00143393040386756,Sh3gl2; Grip1; Tmem108; Ntrk2; Wasf1; Ube3a
386,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0021675,nerve development,NA,97,878,15,0.00155087940010308,Gabrb2; Scn1a; Scn2a; Serpine2; Large1; Ednra; Ephb2; Nav2; Sulf1; Plxna4; Npr2; Gabrb3; Ackr3; Kcnc2; Scn8a
387,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0033555,multicellular organismal response to stress,behavioral fear response,114,1191,19,0.00164534779435163,Brinp1; Large1; Ankfn1; Ephb2; Atp1a2; Dpp4; Cntnap2; Ednrb; Adam11; Bcl2; Asic1; Kcnip3; Slc1a1; Pde8b; Atat1; Lypd1; Reln; Grik2; Mef2c
388,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0007214,gamma-aminobutyric acid signaling pathway,NA,29,159,5,0.00190264926197232,Gabra2; Gabrg1; Gabrb2; Gabra3; Gabrg3
389,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0042330,taxis,negative chemotaxis,456,1108,42,0.00312590672602086,Ptpro; Nrg3; Itga9; Dscam; Ednra; Pde4d; Flrt2; Ntrk3; Cdh13; Slit3; Dock2; Tgfb2; Sema5a; Nrg1; Sema3d; P2ry12; Prkd1; Cyp7b1; Ntn1; Plxna4; Dpp4; Vav3; Ednrb; Pdgfra; Gas6; Flrt3; Ackr3; Sema3e; Lrtm1; Sema5b; Tafa4; Angpt2; Vegfa; Dock4; Swap70; Kit; Ptprj; Mcu; Lyn; Bmp4; Notch1; Angpt1
390,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0043954,cellular component maintenance,maintenance of synapse structure,95,1087,16,0.00333852134566843,Pclo; Erc2; Adgrb3; Dlgap1; Nrxn1; Ophn1; Zfp804a; Plxna4; Cntnap2; C1ql1; Fyn; Rimbp2; Erc1; Cadm1; Grin1; Inava
391,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0019226,transmission of nerve impulse,NA,95,304,9,0.00357559301219276,Rapgef4; Scn1a; Scn2a; Fgf12; Cacng4; Tnr; Kcnd2; Ntrk3; Nrcam
392,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0050905,neuromuscular process,NA,182,627,17,0.00374145109541027,Atp8a2; Scn1a; Grin3a; Fgf12; Rbfox1; Tnr; Large1; Csmd1; Ednra; Ankfn1; Nrxn1; Pcdh15; Rbfox2; Cntnap2; Slc8a3; Npr2; Itpr1
393,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0008038,neuron recognition,NA,43,530,8,0.00453702411986543,Cntn6; Dscam; Ephb2; Nrcam; Sema5a; Ptprz1; Tnfrsf21; Cntnap2
394,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0003012,muscle system process,striated muscle contraction,426,1214,42,0.0054785053811938,Atp8a2; Chrm3; Scn1a; Fgf13; Prkg1; Cacna1d; Tpm1; Large1; Ednra; Pde4d; Sgcd; Cacna2d1; Kcnma1; Sulf1; Ptger4; Camk2d; Cav1; Ryr3; Kcnd3; Atp1a2; Slc8a3; Sorbs2; Ednrb; Akap13; Cacnb2; Calcrl; Pdlim5; Kcnn2; Adk; Adra1a; Dock4; Cald1; Kit; Nedd4l; Lmcd1; Notch1; Ccdc78; Ppara; Ryr2; Mef2c; Map2k6; Camk2g
395,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0048511,rhythmic process,NA,354,662,25,0.00763871469851553,Rai1; Mapk9; Prkg1; Grin3a; Rorb; Pde4d; Ankfn1; Kcnh7; Kcnd2; Ntrk3; Slit3; Rora; Mapk10; Ptger4; Gas2; Per3; Cyp7b1; Ntrk2; Cntnap2; Gpr176; Gabrb1; Ncor2; Npr2; Gabrb3; Pdgfra
396,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:1902074,response to salt,NA,410,1203,40,0.0098833656386242,Chrm3; Cacng4; Syt1; Homer2; Plcb1; Large1; Ednra; Sdk1; Elavl4; Nrxn1; Kcnma1; Pcdh15; P2ry12; Cpne8; Cav1; Ryr3; Panx1; Asph; Sorbs2; Npr2; Fyn; Ednrb; Itpr1; Ptch1; Kcnmb4; Slc1a1; Slc1a2; Dab2; Xrcc4; Ncstn; Grin1; Snca; Ube3a; Ahcyl1; Lypd1; Adcy8; Itpkb; Ryr2; Mef2c; Slc13a5
397,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0046660,female sex differentiation,female gonad development,164,1289,23,0.0102804030987621,Csmd1; Pde4d; Slit3; Ptger4; Zfpm2; Gas2; Npr2; Pdgfra; Bcl2; Mertk; Vegfa; Mfn2; Dach2; Kit; Ube3a; Dach1; Bmp4; Casp3; Immp2l; Notch1; Angpt1; Lhfpl2; Tiparp
398,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0031529,ruffle organization,NA,57,945,11,0.0106577011896519,Tpm1; P2ry12; Cav1; Cspg4; Carmil1; Pfn2; Wdpcp; Arhgap24; Eps8; Arhgef26; Sh3yl1
399,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0009612,response to mechanical stimulus,NA,260,894,24,0.0192901139793434,Atp8a2; Scn1a; Serpine2; Asic2; Large1; Ednra; Ano3; Nrxn1; Meis2; Pcdh15; Ptger4; Cav1; Atp1a2; Cntnap2; Etv1; Nrxn2; Fyn; Kcnk2; Col11a1; Ptch1; Angpt2; Mkx; Atat1; Map1b
400,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0001667,ameboidal-type cell migration,NA,444,1231,42,0.0217282218082265,Pak3; Ptprg; Ptprr; Ednra; Cdh13; Hdac9; Bmper; Tgfb2; Sema3d; P2ry12; Prkd1; Rgcc; Bmp7; Dpp4; Rin2; Ednrb; Hif1a; Arsb; Pfn2; Sema3e; Sema5b; Ptprm; Angpt2; Adamts9; Wdpcp; Mcc; Vegfa; Loxl2; Plk2; Ets1; Plpp3; Kit; Tns3; Vash1; Bmp4; Notch1; Angpt1; Ilk; Pik3r3; Fbn2; Mef2c; Fgf1
401,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0051703,biological process involved in intraspecies interaction between organisms,NA,60,619,9,0.0236370168594633,Grid1; Brinp1; Nrxn3; Nrxn1; Kalrn; Cntnap2; Nrxn2; Atxn1; Gabrb3
402,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0072006,nephron development,NA,168,1231,22,0.024612240288575,Ptpro; Greb1l; Eya1; Ednra; Sulf1; Bmp7; Pbx1; Ednrb; Pdgfra; Hes5; Bcl2; Ptch1; Angpt2; Plce1; Vegfa; Wwtr1; Bmp4; Notch1; Angpt1; Ilk; Mef2c; Fgf1
403,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0051216,cartilage development,NA,213,903,21,0.0302115824070189,Chst11; Prkg2; Zeb1; Col27a1; Sox5; Sox6; Csgalnact1; Tgfb2; Sulf1; Thrb; Ghr; Bmp7; Prrx1; Npr2; Hif1a; Hes5; Rarb; Col11a1; Mkx; Loxl2; Smad1
404,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0009100,glycoprotein metabolic process,NA,380,757,27,0.0323449172631672,Galnt13; Chst11; Plcb1; St8sia1; Large1; Hs3st5; Xylt1; Csgalnact1; Sulf1; Ramp1; B3gat2; Mgat4a; Ugdh; Mgat5b; Man2a1; Man1a2; Galnt17; Galnt3; Tmtc1; Galntl6; Dpm1; Neu4; Hif1a; Fut9; Col11a1; Bcl2; Galnt10
405,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0015698,inorganic anion transport,NA,181,159,8,0.0342050910144024,Gabra2; Gabrg1; Gabrb2; Prkg2; Slc4a8; Gabra3; Xpr1; Gabrg3
406,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,NA,228,416,14,0.0377660858878832,Rapgef4; Chrm3; Rit2; Grik3; Cacna1d; Adgrb3; Gnal; Grm5; Ednra; Pde10a; Grk5; Ramp1; Ptger4; P2ry12
407,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0043116,negative regulation of vascular permeability,NA,21,1119,7,0.0391601523452553,Sh3gl2; Ddah1; Vegfa; Arhgap35; Ptprj; Angpt1; Pde3a
408,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0034332,adherens junction organization,NA,58,869,10,0.0401514826498762,Cdh18; Cdh7; Cdh13; Cdh6; Cdh8; Cdh11; Cdh4; Cdh12; Vcl; Vegfa
409,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0035592,establishment of protein localization to extracellular region,insulin secretion,418,465,21,0.0401567351352677,Rapgef4; Stxbp5l; Rab3c; Chrm3; Pclo; Ptprn2; Epha5; Slc4a8; Snap25; Cacna1d; Plcb1; Ptprn; Rfx3; Myt1; Slc2a2; Tgfb2; Tmem167; Ptger4; Olfm2; Stxbp4; Frmd4a
410,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0048736,appendage development,limb morphogenesis,197,1080,22,0.0414993143764983,Plxna2; Chst11; Aff3; Large1; Tbc1d32; Tgfb2; Sulf1; Bmp7; Asph; Map3k20; Fras1; Prrx1; Npr2; Pbx1; Rarb; Ptch1; Wdpcp; Znrf3; B9d1; Smoc1; Bmp4; Notch1
411,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0045664,regulation of neuron differentiation,NA,240,251,11,0.0463493165234382,Trpc5; Dab1; Alk; Brinp1; Zeb1; Zfhx3; Eya1; Vwc2; Brinp3; Sox5; Cntn4
412,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0051017,actin filament bundle assembly,NA,167,1291,22,0.046648278495521,Fmn2; Tpm1; Dpysl3; Ppm1e; Ptger4; Rgcc; Dlc1; Carmil1; Pfn2; Eln; Arhgef10l; Eps8; Spire2; Swap70; Asap3; Cald1; Pls3; Marcks; Phldb2; Lima1; Ttc8; Smad3
413,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0051261,protein depolymerization,NA,122,1032,16,0.0478915911700228,Fgf13; Sh3gl2; Svil; Tpm1; Mical1; Map2; Nav3; Nckap5; Carmil1; Asph; Camsap2; Map1b; Eps8; Mid1; Swap70; Kif19a
414,g3,Day5,obob5v5,fgf1_grouping,neg,none,GO:0043279,response to alkaloid,NA,116,1216,17,0.0491263131895689,Cacng4; Homer2; Gnal; Ednra; Sdk1; Pdcd4; Elavl4; Ryr3; Slc1a1; Slc1a2; Grin1; Snca; Ube3a; Adcy8; Casp3; Ryr2; Spidr
415,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0016358,dendrite development,positive regulation of dendritic spine morphogenesis,306,563,28,1.90393989639301E-07,Map1b; Fyn; Nedd4l; Camsap2; Sema4d; Abi1; Pak3; Zfp365; Tbc1d24; Epha4; Rap2a; Ilk; Cask; Map2; Mfn2; Matn2; Wls; Ephb2; Syne1; Cux2; Cdc42; Marcks; Map6; Pdlim5; Dscam; Ube3a; Srcin1; Btbd3
416,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0106027,neuron projection organization,positive regulation of dendritic spine morphogenesis,110,642,16,1.87255749012978E-05,Fyn; Pak3; Zfp365; Epha4; Cask; Mfn2; Ephb2; Cux2; Cdc42; Marcks; Pdlim5; Ube3a; Lgmn; Srcin1; Ephb1; Zfp804a
417,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007264,small GTPase mediated signal transduction,Rho protein signal transduction,419,352,23,2.17716489970192E-05,Arhgap5; Chn2; Rapgef1; Arhgap24; Tns3; Dock4; Rnd2; Nrg1; Arhgap35; Wasf1; Ophn1; Gpr17; Rap2a; Ctnnal1; Sipa1l2; Rasgef1b; Eps8; Ednra; Akap13; Mfn2; Rras2; Cdh13; Ephb2
418,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007272,ensheathment of neurons,myelination,180,440,16,0.000117427787637724,Fyn; Sirt2; Tcf7l2; Bcas1; Ulk4; Nrg1; Tmem163; Cd9; Nfasc; Ilk; Scn8a; Large1; Zfp488; Rarb; Tnfrsf21; Jam2
419,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042063,gliogenesis,regulation of oligodendrocyte differentiation,380,389,21,0.000464796128805214,Bmp4; Sirt2; Tcf7l2; Dusp15; Ptprj; Ulk4; Nrg1; Zfp365; Gpr17; Cd9; Sox4; Epha4; Nkx2-2; Ilk; Mfn2; Matn2; Sox6; Rras2; Large1; Bcan; Zfp488
420,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0106030,neuron projection fasciculation,NA,22,424,6,0.00204621397427904,Arhgap35; Epha4; Sema5a; Ephb2; Casp3; Tnfrsf21
421,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050803,regulation of synapse structure or activity,positive regulation of dendritic spine morphogenesis,297,642,23,0.00207956354979899,Fyn; Sema4a; Sema4d; Nrg1; Ptpro; Pak3; Epha4; Rap2a; Cask; Mfn2; Nrcam; Grid1; Ephb2; Cux2; Cdc42; Marcks; Pdlim5; Ube3a; Lingo2; Srcin1; Ephb1; Negr1; Zfp804a
422,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0031400,negative regulation of protein modification process,NA,472,208,16,0.00216862021013679,Bmp4; Pdcd4; Fyn; Sirt2; Ptprj; Sema4d; Cdyl; Ptpro; Inppl1; Cnksr3; Sh3gl2; Mical1; Tbc1d24; Brca1; Sox4; Ilk
